Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,,,
0.992,,,,,,,,Date,Actual Height,Forecasted Height
1.062,1.062427281,0.00602437,1.050619733,1.074234828,-0.000427281,,,,,
1.062,1.071603183,0.00602437,1.059795635,1.08341073,-0.009603183,,,,,
1.062,1.06355797,0.00602437,1.051750422,1.075365517,-0.00155797,,,,,
1.072,1.062333449,0.00602437,1.050525902,1.074140997,0.009666551,,,,,
1.072,1.080263654,0.00602437,1.068456107,1.092071202,-0.008263654,,,,,
1.082,1.076375752,0.00602437,1.064568205,1.0881833,0.005624248,,,,,
1.082,1.089130365,0.00602437,1.077322818,1.100937913,-0.007130365,,,,,
1.082,1.084326455,0.00602437,1.072518907,1.096134002,-0.002326455,,,,,
1.092,1.081917344,0.00602437,1.070109796,1.093724891,0.010082656,,,,,
1.092,1.098561053,0.00602437,1.086753505,1.1103686,-0.006561053,,,,,
1.092,1.093927726,0.00602437,1.082120179,1.105735274,-0.001927726,,,,,
1.102,1.091459709,0.00602437,1.079652162,1.103267257,0.010540291,,,,,
1.102,1.10809497,0.00602437,1.096287422,1.119902517,-0.00609497,,,,,
1.102,1.104235075,0.00602437,1.092427528,1.116042623,-0.002235075,,,,,
1.102,1.101583063,0.00602437,1.089775516,1.113390611,0.000416937,,,,,
1.102,1.101699463,0.00602437,1.089891916,1.113507011,0.000300537,,,,,
1.102,1.102511556,0.00602437,1.090704009,1.114319104,-0.000511556,,,,,
1.112,1.101541682,0.00602437,1.089734135,1.11334923,0.010458318,,,,,
1.112,1.118834892,0.00602437,1.107027345,1.130642439,-0.006834892,,,,,
1.112,1.114623698,0.00602437,1.10281615,1.126431245,-0.002623697,,,,,
1.112,1.111569798,0.00602437,1.09976225,1.123377345,0.000430202,,,,,
1.112,1.111887506,0.00602437,1.100079959,1.123695054,0.000112494,,,,,
1.112,1.11223444,0.00602437,1.100426893,1.124041988,-0.00023444,,,,,
1.112,1.112202392,0.00602437,1.100394845,1.12400994,-0.000202392,,,,,
1.112,1.112182192,0.00602437,1.100374645,1.12398974,-0.000182192,,,,,
1.112,1.1120565,0.00602437,1.100248953,1.123864048,-0.0000565,,,,,
1.112,1.11237565,0.00602437,1.100568103,1.124183198,-0.00037565,,,,,
1.112,1.112560757,0.00602437,1.10075321,1.124368304,-0.000560757,,,,,
1.112,1.112601324,0.00602437,1.100793777,1.124408872,-0.000601324,,,,,
1.122,1.111974441,0.00602437,1.100166894,1.123781989,0.010025559,,,,,
1.122,1.128766957,0.00602437,1.11695941,1.140574505,-0.006766957,,,,,
1.122,1.12385423,0.00602437,1.112046682,1.135661777,-0.00185423,,,,,
1.122,1.121549357,0.00602437,1.109741809,1.133356904,0.000450643,,,,,
1.122,1.122049614,0.00602437,1.110242067,1.133857162,-0.000049614,,,,,
1.122,1.122425268,0.00602437,1.110617721,1.134232816,-0.000425268,,,,,
1.122,1.122242887,0.00602437,1.110435339,1.134050434,-0.000242887,,,,,
1.122,1.122040028,0.00602437,1.11023248,1.133847575,-0.000040028,,,,,
1.122,1.122247272,0.00602437,1.110439724,1.134054819,-0.000247272,,,,,
1.122,1.122148433,0.00602437,1.110340886,1.133955981,-0.000148433,,,,,
1.122,1.122226453,0.00602437,1.110418906,1.134034001,-0.000226453,,,,,
1.122,1.122498502,0.00602437,1.110690955,1.13430605,-0.000498502,,,,,
1.122,1.122085773,0.00602437,1.110278226,1.133893321,-0.000085773,,,,,
1.122,1.122076463,0.00602437,1.110268915,1.13388401,-0.000076463,,,,,
1.122,1.121816232,0.00602437,1.110008684,1.133623779,0.000183768,,,,,
1.122,1.122318709,0.00602437,1.110511162,1.134126257,-0.000318709,,,,,
1.122,1.122446812,0.00602437,1.110639265,1.13425436,-0.000446812,,,,,
1.122,1.122246713,0.00602437,1.110439165,1.13405426,-0.000246713,,,,,
1.122,1.122098246,0.00602437,1.110290699,1.133905794,-0.000098246,,,,,
1.122,1.122048728,0.00602437,1.110241181,1.133856276,-0.000048728,,,,,
1.122,1.122052332,0.00602437,1.110244785,1.13385988,-0.000052332,,,,,
1.122,1.122068828,0.00602437,1.11026128,1.133876375,-0.000068828,,,,,
1.122,1.122118115,0.00602437,1.110310568,1.133925663,-0.000118115,,,,,
1.122,1.122168427,0.00602437,1.110360879,1.133975974,-0.000168427,,,,,
1.122,1.122192458,0.00602437,1.110384911,1.134000006,-0.000192458,,,,,
1.122,1.122203982,0.00602437,1.110396434,1.134011529,-0.000203982,,,,,
1.122,1.122159986,0.00602437,1.110352438,1.133967533,-0.000159986,,,,,
1.122,1.122124927,0.00602437,1.11031738,1.133932475,-0.000124927,,,,,
1.122,1.122112528,0.00602437,1.110304981,1.133920076,-0.000112528,,,,,
1.122,1.122139921,0.00602437,1.110332374,1.133947469,-0.000139921,,,,,
1.122,1.122166631,0.00602437,1.110359084,1.133974179,-0.000166631,,,,,
1.122,1.122166994,0.00602437,1.110359446,1.133974541,-0.000166994,,,,,
1.122,1.122154401,0.00602437,1.110346853,1.133961948,-0.000154401,,,,,
1.122,1.122143979,0.00602437,1.110336432,1.133951527,-0.000143979,,,,,
1.122,1.12214136,0.00602437,1.110333812,1.133948907,-0.00014136,,,,,
1.122,1.122144377,0.00602437,1.110336829,1.133951924,-0.000144377,,,,,
1.112,1.122150444,0.00602437,1.110342897,1.133957992,-0.010150444,,,,,
1.112,1.105311006,0.00602437,1.093503459,1.117118554,0.006688994,,,,,
1.112,1.110018478,0.00602437,1.098210931,1.121826026,0.001981522,,,,,
1.112,1.112903753,0.00602437,1.101096206,1.124711301,-0.000903753,,,,,
1.112,1.112612925,0.00602437,1.100805378,1.124420473,-0.000612925,,,,,
1.112,1.112025268,0.00602437,1.10021772,1.123832815,-0.000025268,,,,,
1.112,1.112015157,0.00602437,1.10020761,1.123822705,-0.000015157,,,,,
1.112,1.112148554,0.00602437,1.100341007,1.123956102,-0.000148554,,,,,
1.112,1.111930513,0.00602437,1.100122966,1.12373806,0.000069487,,,,,
1.112,1.112048949,0.00602437,1.100241401,1.123856496,-0.000048949,,,,,
1.112,1.112022331,0.00602437,1.100214784,1.123829879,-0.000022331,,,,,
1.112,1.111823592,0.00602437,1.100016045,1.12363114,0.000176408,,,,,
1.112,1.112275005,0.00602437,1.100467458,1.124082553,-0.000275005,,,,,
1.112,1.112284044,0.00602437,1.100476496,1.124091591,-0.000284044,,,,,
1.112,1.112478754,0.00602437,1.100671206,1.124286301,-0.000478754,,,,,
1.112,1.111931336,0.00602437,1.100123788,1.123738883,6.86645E-05,,,,,
1.112,1.111798293,0.00602437,1.099990746,1.123605841,0.000201707,,,,,
1.112,1.112040423,0.00602437,1.100232876,1.123847971,-0.000040423,,,,,
1.112,1.112227211,0.00602437,1.100419664,1.124034759,-0.000227211,,,,,
1.112,1.112278311,0.00602437,1.100470764,1.124085859,-0.000278311,,,,,
1.112,1.112254589,0.00602437,1.100447041,1.124062136,-0.000254589,,,,,
1.112,1.11221896,0.00602437,1.100411412,1.124026507,-0.00021896,,,,,
1.112,1.112160991,0.00602437,1.100353444,1.123968539,-0.000160991,,,,,
1.112,1.112112465,0.00602437,1.100304918,1.123920013,-0.000112465,,,,,
1.112,1.112097241,0.00602437,1.100289694,1.123904789,-0.000097241,,,,,
1.112,1.112096462,0.00602437,1.100288915,1.12390401,-0.000096462,,,,,
1.112,1.112144965,0.00602437,1.100337417,1.123952512,-0.000144965,,,,,
1.112,1.112175678,0.00602437,1.100368131,1.123983225,-0.000175678,,,,,
1.112,1.112176567,0.00602437,1.10036902,1.123984115,-0.000176567,,,,,
1.112,1.112138909,0.00602437,1.100331362,1.123946457,-0.000138909,,,,,
1.112,1.112109299,0.00602437,1.100301751,1.123916846,-0.000109299,,,,,
1.112,1.112113325,0.00602437,1.100305777,1.123920872,-0.000113325,,,,,
1.112,1.112132114,0.00602437,1.100324567,1.123939661,-0.000132114,,,,,
1.112,1.112145142,0.00602437,1.100337595,1.12395269,-0.000145142,,,,,
1.112,1.112145775,0.00602437,1.100338227,1.123953322,-0.000145775,,,,,
1.112,1.112138511,0.00602437,1.100330963,1.123946058,-0.000138511,,,,,
1.112,1.112128711,0.00602437,1.100321164,1.123936259,-0.000128711,,,,,
1.112,1.112120958,0.00602437,1.10031341,1.123928505,-0.000120958,,,,,
1.112,1.112119881,0.00602437,1.100312333,1.123927428,-0.00011988,,,,,
1.112,1.112124746,0.00602437,1.100317198,1.123932293,-0.000124746,,,,,
1.112,1.112133522,0.00602437,1.100325974,1.123941069,-0.000133522,,,,,
1.112,1.112139813,0.00602437,1.100332266,1.123947361,-0.000139813,,,,,
1.112,1.112139664,0.00602437,1.100332117,1.123947212,-0.000139664,,,,,
1.112,1.11213398,0.00602437,1.100326433,1.123941528,-0.00013398,,,,,
1.112,1.112127785,0.00602437,1.100320238,1.123935333,-0.000127785,,,,,
1.112,1.11212536,0.00602437,1.100317812,1.123932907,-0.00012536,,,,,
1.102,1.112126749,0.00602437,1.100319202,1.123934297,-0.010126749,,,,,
1.102,1.095283927,0.00602437,1.08347638,1.107091475,0.006716073,,,,,
1.102,1.099991629,0.00602437,1.088184081,1.111799176,0.002008371,,,,,
1.102,1.102880273,0.00602437,1.091072725,1.11468782,-0.000880272,,,,,
1.102,1.102595933,0.00602437,1.090788386,1.114403481,-0.000595933,,,,,
1.102,1.102013392,0.00602437,1.090205844,1.113820939,-0.000013392,,,,,
1.102,1.102003898,0.00602437,1.09019635,1.113811445,-3.90E-06,,,,,
1.102,1.102133588,0.00602437,1.090326041,1.113941136,-0.000133588,,,,,
1.102,1.101911146,0.00602437,1.090103599,1.113718694,8.88536E-05,,,,,
1.102,1.10202772,0.00602437,1.090220172,1.113835267,-0.00002772,,,,,
1.102,1.102001803,0.00602437,1.090194256,1.113809351,-1.80E-06,,,,,
1.102,1.101804684,0.00602437,1.089997137,1.113612232,0.000195316,,,,,
1.102,1.102257295,0.00602437,1.090449747,1.114064842,-0.000257294,,,,,
1.102,1.102266711,0.00602437,1.090459164,1.114074259,-0.000266711,,,,,
1.102,1.10246115,0.00602437,1.090653603,1.114268698,-0.00046115,,,,,
1.102,1.101913141,0.00602437,1.090105593,1.113720688,8.68594E-05,,,,,
1.102,1.101779678,0.00602437,1.089972131,1.113587226,0.000220322,,,,,
1.102,1.102021823,0.00602437,1.090214275,1.11382937,-0.000021823,,,,,
1.102,1.102209004,0.00602437,1.090401456,1.114016551,-0.000209004,,,,,
1.102,1.102260451,0.00602437,1.090452904,1.114067999,-0.000260451,,,,,
1.102,1.102236639,0.00602437,1.090429092,1.114044187,-0.000236639,,,,,
1.102,1.102200492,0.00602437,1.090392945,1.114008039,-0.000200492,,,,,
1.102,1.102141961,0.00602437,1.090334414,1.113949508,-0.000141961,,,,,
1.102,1.102093221,0.00602437,1.090285674,1.113900769,-0.000093221,,,,,
1.102,1.102078211,0.00602437,1.090270663,1.113885758,-0.000078211,,,,,
1.102,1.102077853,0.00602437,1.090270306,1.113885401,-0.000077853,,,,,
1.102,1.102126702,0.00602437,1.090319154,1.113934249,-0.000126702,,,,,
1.102,1.102157521,0.00602437,1.090349974,1.113965068,-0.000157521,,,,,
1.102,1.102158283,0.00602437,1.090350735,1.11396583,-0.000158282,,,,,
1.102,1.102120383,0.00602437,1.090312835,1.11392793,-0.000120383,,,,,
1.102,1.102090567,0.00602437,1.09028302,1.113898115,-0.000090567,,,,,
1.102,1.102094523,0.00602437,1.090286976,1.113902071,-0.000094523,,,,,
1.102,1.102113376,0.00602437,1.090305829,1.113920924,-0.000113376,,,,,
1.102,1.102126521,0.00602437,1.090318973,1.113934068,-0.000126521,,,,,
1.102,1.102127229,0.00602437,1.090319682,1.113934777,-0.000127229,,,,,
1.102,1.102119961,0.00602437,1.090312413,1.113927508,-0.00011996,,,,,
1.102,1.102110105,0.00602437,1.090302557,1.113917652,-0.000110105,,,,,
1.102,1.1021023,0.00602437,1.090294752,1.113909847,-0.0001023,,,,,
1.092,1.102101211,0.00602437,1.090293663,1.113908758,-0.010101211,,,,,
1.092,1.085260583,0.00602437,1.073453036,1.097068131,0.006739417,,,,,
1.092,1.089975427,0.00602437,1.078167879,1.101782974,0.002024573,,,,,
1.092,1.092870565,0.00602437,1.081063018,1.104678113,-0.000870565,,,,,
1.092,1.09258762,0.00602437,1.080780072,1.104395167,-0.00058762,,,,,
1.092,1.092001257,0.00602437,1.08019371,1.103808804,-1.26E-06,,,,,
1.092,1.091986731,0.00602437,1.080179183,1.103794278,1.32695E-05,,,,,
1.092,1.092114116,0.00602437,1.080306568,1.103921663,-0.000114115,,,,,
1.092,1.091892507,0.00602437,1.080084959,1.103700054,0.000107493,,,,,
1.092,1.092011377,0.00602437,1.08020383,1.103818925,-0.000011377,,,,,
1.092,1.091987517,0.00602437,1.080179969,1.103795064,1.24832E-05,,,,,
1.092,1.091791337,0.00602437,1.07998379,1.103598885,0.000208663,,,,,
1.092,1.092243652,0.00602437,1.080436105,1.104051199,-0.000243652,,,,,
1.092,1.092251951,0.00602437,1.080444404,1.104059499,-0.000251951,,,,,
1.092,1.092445334,0.00602437,1.080637787,1.104252882,-0.000445334,,,,,
1.092,1.091896993,0.00602437,1.080089446,1.103704541,0.000103007,,,,,
1.092,1.091763995,0.00602437,1.079956448,1.103571543,0.000236005,,,,,
1.092,1.092006816,0.00602437,1.080199269,1.103814364,-6.82E-06,,,,,
1.092,1.092194222,0.00602437,1.080386675,1.10400177,-0.000194222,,,,,
1.092,1.092245274,0.00602437,1.080437727,1.104052821,-0.000245274,,,,,
1.092,1.092220819,0.00602437,1.080413272,1.104028367,-0.000220819,,,,,
1.092,1.092184288,0.00602437,1.08037674,1.103991835,-0.000184288,,,,,
1.092,1.092125836,0.00602437,1.080318289,1.103933384,-0.000125836,,,,,
1.092,1.092077487,0.00602437,1.08026994,1.103885035,-0.000077487,,,,,
1.092,1.092062877,0.00602437,1.08025533,1.103870425,-0.000062877,,,,,
1.092,1.092062698,0.00602437,1.08025515,1.103870245,-0.000062698,,,,,
1.092,1.092111445,0.00602437,1.080303898,1.103918993,-0.000111445,,,,,
1.082,1.092141992,0.00602437,1.080334444,1.103949539,-0.010141992,,,,,
1.082,1.075296983,0.00602437,1.063489436,1.087104531,0.006703017,,,,,
1.082,1.079965036,0.00602437,1.068157488,1.091772583,0.002034964,,,,,
1.082,1.082824163,0.00602437,1.071016616,1.094631711,-0.000824163,,,,,
1.082,1.082545536,0.00602437,1.070737988,1.094353083,-0.000545536,,,,,
1.082,1.081983891,0.00602437,1.070176344,1.093791439,0.000016109,,,,,
1.082,1.08198876,0.00602437,1.070181213,1.093796308,1.12397E-05,,,,,
1.082,1.082119219,0.00602437,1.070311672,1.093926767,-0.000119219,,,,,
1.082,1.081888856,0.00602437,1.070081309,1.093696404,0.000111144,,,,,
1.082,1.081995122,0.00602437,1.070187574,1.093802669,4.88E-06,,,,,
1.082,1.08196181,0.00602437,1.070154262,1.093769357,3.81905E-05,,,,,
1.082,1.0817648,0.00602437,1.069957252,1.093572347,0.0002352,,,,,
1.082,1.082223627,0.00602437,1.070416079,1.094031174,-0.000223627,,,,,
1.082,1.082242649,0.00602437,1.070435101,1.094050196,-0.000242649,,,,,
1.082,1.0824435,0.00602437,1.070635952,1.094251047,-0.0004435,,,,,
1.082,1.081895077,0.00602437,1.070087529,1.093702624,0.000104924,,,,,
1.082,1.081755766,0.00602437,1.069948218,1.093563313,0.000244235,,,,,
1.082,1.081991954,0.00602437,1.070184406,1.093799501,8.05E-06,,,,,
1.082,1.082177344,0.00602437,1.070369797,1.093984892,-0.000177344,,,,,
1.082,1.082230979,0.00602437,1.070423432,1.094038527,-0.000230979,,,,,
1.082,1.082210547,0.00602437,1.070403,1.094018095,-0.000210547,,,,,
1.082,1.082176487,0.00602437,1.070368939,1.093984034,-0.000176487,,,,,
1.082,1.082117963,0.00602437,1.070310415,1.09392551,-0.000117963,,,,,
1.082,1.082067811,0.00602437,1.070260264,1.093875359,-0.000067811,,,,,
1.082,1.08205117,0.00602437,1.070243622,1.093858717,-0.00005117,,,,,
1.082,1.082050053,0.00602437,1.070242505,1.0938576,-0.000050052,,,,,
1.082,1.082099299,0.00602437,1.070291752,1.093906847,-0.000099299,,,,,
1.082,1.082131192,0.00602437,1.070323645,1.09393874,-0.000131192,,,,,
1.082,1.082132784,0.00602437,1.070325236,1.093940331,-0.000132784,,,,,
1.082,1.082094834,0.00602437,1.070287287,1.093902382,-0.000094834,,,,,
1.082,1.082064193,0.00602437,1.070256646,1.093871741,-0.000064193,,,,,
1.082,1.082067223,0.00602437,1.070259676,1.09387477,-0.000067223,,,,,
1.082,1.082085699,0.00602437,1.070278152,1.093893246,-0.000085699,,,,,
1.082,1.082099156,0.00602437,1.070291608,1.093906703,-0.000099155,,,,,
1.082,1.082100518,0.00602437,1.07029297,1.093908065,-0.000100517,,,,,
1.082,1.08209377,0.00602437,1.070286223,1.093901318,-0.00009377,,,,,
1.082,1.082084031,0.00602437,1.070276483,1.093891578,-0.00008403,,,,,
1.082,1.082075973,0.00602437,1.070268426,1.093883521,-0.000075973,,,,,
1.082,1.082074502,0.00602437,1.070266955,1.09388205,-0.000074502,,,,,
1.082,1.082079137,0.00602437,1.070271589,1.093886684,-0.000079137,,,,,
1.082,1.082087937,0.00602437,1.070280389,1.093895484,-0.000087937,,,,,
1.082,1.082094424,0.00602437,1.070286876,1.093901971,-0.000094424,,,,,
1.072,1.08209447,0.00602437,1.070286922,1.093902017,-0.01009447,,,,,
1.072,1.065243334,0.00602437,1.053435786,1.077050881,0.006756666,,,,,
1.072,1.069943101,0.00602437,1.058135554,1.081750649,0.002056899,,,,,
1.072,1.072829391,0.00602437,1.061021844,1.084636939,-0.000829391,,,,,
1.072,1.072547939,0.00602437,1.060740392,1.084355487,-0.000547939,,,,,
1.072,1.071970022,0.00602437,1.060162474,1.083777569,2.99783E-05,,,,,
1.072,1.071963468,0.00602437,1.060155921,1.083771015,0.000036532,,,,,
1.072,1.072093156,0.00602437,1.060285609,1.083900704,-0.000093156,,,,,
1.072,1.071868581,0.00602437,1.060061033,1.083676128,0.000131419,,,,,
1.072,1.071982779,0.00602437,1.060175232,1.083790326,1.72211E-05,,,,,
1.072,1.07195598,0.00602437,1.060148432,1.083763527,4.40204E-05,,,,,
1.072,1.071759836,0.00602437,1.059952288,1.083567383,0.000240164,,,,,
1.072,1.072214316,0.00602437,1.060406769,1.084021864,-0.000214316,,,,,
1.072,1.072225,0.00602437,1.060417453,1.084032548,-0.000225,,,,,
1.072,1.072419253,0.00602437,1.060611705,1.0842268,-0.000419253,,,,,
1.072,1.071869916,0.00602437,1.060062369,1.083677464,0.000130084,,,,,
1.072,1.07173504,0.00602437,1.059927492,1.083542587,0.00026496,,,,,
1.072,1.071976605,0.00602437,1.060169057,1.083784152,2.33953E-05,,,,,
1.072,1.072164222,0.00602437,1.060356675,1.08397177,-0.000164222,,,,,
1.072,1.072216625,0.00602437,1.060409077,1.084024172,-0.000216625,,,,,
1.072,1.072193596,0.00602437,1.060386048,1.084001143,-0.000193596,,,,,
1.072,1.072157642,0.00602437,1.060350094,1.083965189,-0.000157642,,,,,
1.072,1.072098747,0.00602437,1.0602912,1.083906295,-0.000098747,,,,,
1.072,1.072049442,0.00602437,1.060241895,1.083856989,-0.000049442,,,,,
1.072,1.07203406,0.00602437,1.060226512,1.083841607,-0.000034059,,,,,
1.072,1.072033707,0.00602437,1.060226159,1.083841254,-0.000033707,,,,,
1.072,1.072082839,0.00602437,1.060275292,1.083890387,-0.000082839,,,,,
1.072,1.072113969,0.00602437,1.060306421,1.083921516,-0.000113969,,,,,
1.072,1.072114859,0.00602437,1.060307311,1.083922406,-0.000114859,,,,,
1.072,1.072076872,0.00602437,1.060269325,1.083884419,-0.000076872,,,,,
1.072,1.072046877,0.00602437,1.06023933,1.083854425,-0.000046877,,,,,
1.072,1.072050718,0.00602437,1.060243171,1.083858266,-0.000050718,,,,,
1.072,1.072069597,0.00602437,1.060262049,1.083877144,-0.000069597,,,,,
1.072,1.072082869,0.00602437,1.060275321,1.083890416,-0.000082869,,,,,
1.072,1.072083706,0.00602437,1.060276158,1.083891253,-0.000083706,,,,,
1.072,1.072076485,0.00602437,1.060268938,1.083884033,-0.000076485,,,,,
1.072,1.072066584,0.00602437,1.060259037,1.083874132,-0.000066584,,,,,
1.072,1.07205869,0.00602437,1.060251143,1.083866238,-0.00005869,,,,,
1.072,1.072057539,0.00602437,1.060249991,1.083865086,-0.000057539,,,,,
1.072,1.072062429,0.00602437,1.060254882,1.083869976,-0.000062429,,,,,
1.072,1.07207129,0.00602437,1.060263742,1.083878837,-0.00007129,,,,,
1.072,1.072077656,0.00602437,1.060270108,1.083885203,-0.000077656,,,,,
1.072,1.072077523,0.00602437,1.060269976,1.083885071,-0.000077523,,,,,
1.072,1.072071798,0.00602437,1.060264251,1.083879346,-0.000071798,,,,,
1.072,1.072065544,0.00602437,1.060257996,1.083873091,-0.000065544,,,,,
1.072,1.072063085,0.00602437,1.060255538,1.083870633,-0.000063085,,,,,
1.072,1.072064487,0.00602437,1.06025694,1.083872034,-0.000064487,,,,,
1.072,1.072067225,0.00602437,1.060259677,1.083874772,-0.000067225,,,,,
1.072,1.072068928,0.00602437,1.060261381,1.083876476,-0.000068928,,,,,
1.072,1.072068745,0.00602437,1.060261198,1.083876293,-0.000068745,,,,,
1.072,1.072067165,0.00602437,1.060259617,1.083874712,-0.000067165,,,,,
1.062,1.072065239,0.00602437,1.060257692,1.083872786,-0.010065239,,,,,
1.062,1.055218516,0.00602437,1.043410968,1.067026063,0.006781484,,,,,
1.062,1.059924437,0.00602437,1.048116889,1.071731984,0.002075563,,,,,
1.062,1.062813877,0.00602437,1.051006329,1.074621424,-0.000813877,,,,,
1.062,1.062531553,0.00602437,1.050724006,1.074339101,-0.000531553,,,,,
1.062,1.061950551,0.00602437,1.050143003,1.073758098,4.94493E-05,,,,,
1.062,1.061941111,0.00602437,1.050133564,1.073748659,5.88886E-05,,,,,
1.062,1.062069635,0.00602437,1.050262088,1.073877183,-0.000069635,,,,,
1.062,1.061845817,0.00602437,1.05003827,1.073653364,0.000154183,,,,,
1.062,1.061961829,0.00602437,1.050154282,1.073769377,3.81707E-05,,,,,
1.062,1.061936516,0.00602437,1.050128968,1.073744063,6.34845E-05,,,,,
1.062,1.061740674,0.00602437,1.049933127,1.073548222,0.000259326,,,,,
1.062,1.062194343,0.00602437,1.050386795,1.07400189,-0.000194342,,,,,
1.062,1.06220397,0.00602437,1.050396422,1.074011517,-0.00020397,,,,,
1.062,1.062397813,0.00602437,1.050590266,1.074205361,-0.000397813,,,,,
1.062,1.061848954,0.00602437,1.050041406,1.073656501,0.000151046,,,,,
1.062,1.061714967,0.00602437,1.049907419,1.073522514,0.000285033,,,,,
1.062,1.061957149,0.00602437,1.050149602,1.073764697,4.28506E-05,,,,,
1.062,1.062144771,0.00602437,1.050337223,1.073952318,-0.000144771,,,,,
1.062,1.062196704,0.00602437,1.050389157,1.074004252,-0.000196704,,,,,
1.062,1.062173134,0.00602437,1.050365587,1.073980682,-0.000173134,,,,,
1.062,1.062136918,0.00602437,1.050329371,1.073944465,-0.000136918,,,,,
1.062,1.062078148,0.00602437,1.0502706,1.073885695,-0.000078148,,,,,
1.062,1.062029209,0.00602437,1.050221662,1.073836757,-0.000029209,,,,,
1.062,1.062014172,0.00602437,1.050206624,1.073821719,-0.000014172,,,,,
1.062,1.062013942,0.00602437,1.050206394,1.073821489,-0.000013942,,,,,
1.062,1.062062953,0.00602437,1.050255406,1.073870501,-0.000062953,,,,,
1.062,1.062093855,0.00602437,1.050286308,1.073901403,-0.000093855,,,,,
1.062,1.062094586,0.00602437,1.050287038,1.073902133,-0.000094586,,,,,
1.052,1.062056598,0.00602437,1.050249051,1.073864146,-0.010056598,,,,,
1.052,1.045181212,0.00602437,1.033373664,1.056988759,0.006818788,,,,,
1.052,1.049891235,0.00602437,1.038083688,1.061698783,0.002108765,,,,,
1.052,1.052799029,0.00602437,1.040991482,1.064606577,-0.000799029,,,,,
1.052,1.052529516,0.00602437,1.040721968,1.064337063,-0.000529516,,,,,
1.052,1.051949657,0.00602437,1.04014211,1.063757205,5.03427E-05,,,,,
1.052,1.051934102,0.00602437,1.040126554,1.063741649,6.58982E-05,,,,,
1.052,1.052054039,0.00602437,1.040246491,1.063861586,-0.000054039,,,,,
1.052,1.051823199,0.00602437,1.040015651,1.063630746,0.000176802,,,,,
1.052,1.051938276,0.00602437,1.040130728,1.063745823,6.17242E-05,,,,,
1.052,1.051917679,0.00602437,1.040110132,1.063725227,0.000082321,,,,,
1.052,1.051730574,0.00602437,1.039923026,1.063538121,0.000269426,,,,,
1.052,1.052190829,0.00602437,1.040383281,1.063998376,-0.000190829,,,,,
1.052,1.052200911,0.00602437,1.040393364,1.064008459,-0.000200911,,,,,
1.052,1.052389795,0.00602437,1.040582247,1.064197342,-0.000389795,,,,,
1.052,1.051835371,0.00602437,1.040027824,1.063642919,0.000164629,,,,,
1.052,1.05169939,0.00602437,1.039891842,1.063506937,0.000300611,,,,,
1.052,1.05194323,0.00602437,1.040135682,1.063750777,5.67702E-05,,,,,
1.052,1.052133781,0.00602437,1.040326234,1.063941329,-0.000133781,,,,,
1.052,1.0521877,0.00602437,1.040380153,1.063995248,-0.0001877,,,,,
1.052,1.052164374,0.00602437,1.040356827,1.063971922,-0.000164374,,,,,
1.052,1.052127094,0.00602437,1.040319546,1.063934641,-0.000127094,,,,,
1.052,1.052066899,0.00602437,1.040259352,1.063874447,-0.000066899,,,,,
1.052,1.052017174,0.00602437,1.040209627,1.063824722,-0.000017174,,,,,
1.052,1.052002364,0.00602437,1.040194816,1.063809911,-2.36E-06,,,,,
1.052,1.05200306,0.00602437,1.040195512,1.063810607,-3.06E-06,,,,,
1.052,1.052052887,0.00602437,1.040245339,1.063860434,-0.000052887,,,,,
1.052,1.05208385,0.00602437,1.040276302,1.063891397,-0.000083849,,,,,
1.052,1.0520839,0.00602437,1.040276353,1.063891448,-0.0000839,,,,,
1.052,1.052045072,0.00602437,1.040237524,1.063852619,-0.000045072,,,,,
1.052,1.052014809,0.00602437,1.040207262,1.063822357,-0.000014809,,,,,
1.052,1.052019024,0.00602437,1.040211476,1.063826571,-0.000019024,,,,,
1.052,1.052038549,0.00602437,1.040231002,1.063846097,-0.000038549,,,,,
1.052,1.052052306,0.00602437,1.040244759,1.063859854,-0.000052306,,,,,
1.052,1.052053247,0.00602437,1.0402457,1.063860794,-0.000053247,,,,,
1.052,1.052045814,0.00602437,1.040238266,1.063853361,-0.000045814,,,,,
1.052,1.052035608,0.00602437,1.040228061,1.063843156,-0.000035608,,,,,
1.052,1.052027543,0.00602437,1.040219996,1.063835091,-0.000027543,,,,,
1.052,1.052026444,0.00602437,1.040218896,1.063833991,-0.000026444,,,,,
1.052,1.052031545,0.00602437,1.040223998,1.063839093,-0.000031545,,,,,
1.052,1.052040624,0.00602437,1.040233076,1.063848171,-0.000040624,,,,,
1.052,1.052047092,0.00602437,1.040239545,1.06385464,-0.000047092,,,,,
1.052,1.052046932,0.00602437,1.040239384,1.063854479,-0.000046931,,,,,
1.052,1.052041127,0.00602437,1.040233579,1.063848674,-0.000041127,,,,,
1.052,1.052034837,0.00602437,1.04022729,1.063842385,-0.000034837,,,,,
1.052,1.05203243,0.00602437,1.040224883,1.063839977,-0.00003243,,,,,
1.052,1.052033939,0.00602437,1.040226392,1.063841487,-0.000033939,,,,,
1.052,1.052036777,0.00602437,1.04022923,1.063844325,-0.000036777,,,,,
1.052,1.052038529,0.00602437,1.040230981,1.063846076,-0.000038529,,,,,
1.052,1.05203834,0.00602437,1.040230792,1.063845887,-0.00003834,,,,,
1.052,1.052036732,0.00602437,1.040229184,1.063844279,-0.000036732,,,,,
