Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,,,
0.992,,,,,,,,Date,Actual Height,Forecasted Height
0.262,0.271609416,0.00602437,0.259801869,0.283416964,-0.009609416,,,,,
0.262,0.254899632,0.00602437,0.243092085,0.26670718,0.007100368,,,,,
0.262,0.259783799,0.00602437,0.247976252,0.271591347,0.002216201,,,,,
0.262,0.262735427,0.00602437,0.250927879,0.274542974,-0.000735427,,,,,
0.272,0.262458963,0.00602437,0.250651415,0.27426651,0.009541037,,,,,
0.262,0.278780134,0.00602437,0.266972587,0.290587682,-0.016780134,,,,,
0.262,0.257165482,0.00602437,0.245357934,0.268973029,0.004834518,,,,,
0.262,0.2590837,0.00602437,0.247276153,0.270891247,0.0029163,,,,,
0.262,0.261955944,0.00602437,0.250148396,0.273763491,4.40561E-05,,,,,
0.262,0.262342497,0.00602437,0.25053495,0.274150045,-0.000342497,,,,,
0.262,0.261787179,0.00602437,0.249979632,0.273594727,0.000212821,,,,,
0.262,0.261509212,0.00602437,0.249701665,0.27331676,0.000490788,,,,,
0.262,0.262348312,0.00602437,0.250540764,0.274155859,-0.000348312,,,,,
0.262,0.261986411,0.00602437,0.250178864,0.273793959,1.35887E-05,,,,,
0.262,0.262279868,0.00602437,0.25047232,0.274087415,-0.000279868,,,,,
0.262,0.261890425,0.00602437,0.250082878,0.273697973,0.000109575,,,,,
0.262,0.261119017,0.00602437,0.24931147,0.272926565,0.000880983,,,,,
0.262,0.261822182,0.00602437,0.250014634,0.273629729,0.000177819,,,,,
0.262,0.261835172,0.00602437,0.250027625,0.27364272,0.000164828,,,,,
0.262,0.262635028,0.00602437,0.250827481,0.274442576,-0.000635028,,,,,
0.262,0.262192171,0.00602437,0.250384623,0.273999718,-0.000192171,,,,,
0.252,0.261770649,0.00602437,0.249963101,0.273578196,-0.009770649,,,,,
0.252,0.244912086,0.00602437,0.233104538,0.256719633,0.007087915,,,,,
0.252,0.249702736,0.00602437,0.237895189,0.261510284,0.002297264,,,,,
0.252,0.252659414,0.00602437,0.240851867,0.264466962,-0.000659414,,,,,
0.252,0.252399711,0.00602437,0.240592164,0.264207259,-0.000399711,,,,,
0.252,0.251897078,0.00602437,0.24008953,0.263704625,0.000102922,,,,,
0.252,0.251908446,0.00602437,0.240100899,0.263715994,9.15536E-05,,,,,
0.252,0.251999485,0.00602437,0.240191937,0.263807032,5.16E-07,,,,,
0.252,0.251719585,0.00602437,0.239912038,0.263527133,0.000280415,,,,,
0.252,0.251756353,0.00602437,0.239948806,0.263563901,0.000243647,,,,,
0.252,0.251755545,0.00602437,0.239947997,0.263563092,0.000244455,,,,,
0.252,0.251611928,0.00602437,0.239804381,0.263419476,0.000388072,,,,,
0.252,0.252120086,0.00602437,0.240312539,0.263927634,-0.000120086,,,,,
0.252,0.252123471,0.00602437,0.240315924,0.263931018,-0.000123471,,,,,
0.242,0.252276007,0.00602437,0.24046846,0.264083555,-0.010276007,,,,,
0.252,0.234856224,0.00602437,0.223048677,0.246663772,0.017143776,,,,,
0.242,0.256271791,0.00602437,0.244464244,0.268079339,-0.014271791,,,,,
0.242,0.237863972,0.00602437,0.226056424,0.249671519,0.004136028,,,,,
0.242,0.239600974,0.00602437,0.227793427,0.251408521,0.002399026,,,,,
0.242,0.242257073,0.00602437,0.230449525,0.25406462,-0.000257073,,,,,
0.242,0.242528197,0.00602437,0.23072065,0.254335745,-0.000528197,,,,,
0.242,0.242042718,0.00602437,0.230235171,0.253850266,-0.000042718,,,,,
0.242,0.241611212,0.00602437,0.229803664,0.253418759,0.000388789,,,,,
0.242,0.242021694,0.00602437,0.230214146,0.253829241,-0.000021694,,,,,
0.242,0.241643184,0.00602437,0.229835636,0.253450731,0.000356816,,,,,
0.242,0.241598,0.00602437,0.229790452,0.253405547,0.000402,,,,,
0.242,0.242281009,0.00602437,0.230473461,0.254088556,-0.000281009,,,,,
0.242,0.241675505,0.00602437,0.229867957,0.253483052,0.000324496,,,,,
0.242,0.242311246,0.00602437,0.230503699,0.254118794,-0.000311246,,,,,
0.242,0.241535848,0.00602437,0.229728301,0.253343395,0.000464152,,,,,
0.242,0.242112656,0.00602437,0.230305109,0.253920204,-0.000112656,,,,,
0.242,0.241945147,0.00602437,0.2301376,0.253752694,5.48531E-05,,,,,
0.242,0.241778757,0.00602437,0.22997121,0.253586305,0.000221243,,,,,
0.232,0.241901898,0.00602437,0.230094351,0.253709446,-0.009901898,,,,,
0.232,0.225171357,0.00602437,0.21336381,0.236978905,0.006828643,,,,,
0.232,0.229909549,0.00602437,0.218102001,0.241717096,0.002090451,,,,,
0.232,0.232741358,0.00602437,0.220933811,0.244548906,-0.000741358,,,,,
0.232,0.232423626,0.00602437,0.220616079,0.244231174,-0.000423626,,,,,
0.232,0.231817709,0.00602437,0.220010162,0.243625257,0.000182291,,,,,
0.232,0.231782233,0.00602437,0.219974685,0.24358978,0.000217767,,,,,
0.232,0.231957443,0.00602437,0.220149896,0.243764991,4.25568E-05,,,,,
0.232,0.231724012,0.00602437,0.219916465,0.24353156,0.000275988,,,,,
0.232,0.231859394,0.00602437,0.220051847,0.243666942,0.000140606,,,,,
0.232,0.231820324,0.00602437,0.220012777,0.243627872,0.000179676,,,,,
0.232,0.23162714,0.00602437,0.219819593,0.243434688,0.00037286,,,,,
0.222,0.232075231,0.00602437,0.220267684,0.243882779,-0.010075231,,,,,
0.232,0.215227736,0.00602437,0.203420188,0.227035283,0.016772264,,,,,
0.222,0.236976376,0.00602437,0.225168829,0.248783924,-0.014976376,,,,,
0.222,0.217774903,0.00602437,0.205967355,0.22958245,0.004225097,,,,,
0.222,0.219181698,0.00602437,0.207374151,0.230989246,0.002818302,,,,,
0.222,0.222012273,0.00602437,0.210204725,0.23381982,-0.000012273,,,,,
0.222,0.222483103,0.00602437,0.210675556,0.234290651,-0.000483103,,,,,
0.222,0.222089237,0.00602437,0.21028169,0.233896785,-0.000089237,,,,,
0.222,0.221704044,0.00602437,0.209896496,0.233511591,0.000295956,,,,,
0.222,0.222141889,0.00602437,0.210334342,0.233949437,-0.000141889,,,,,
0.222,0.221722819,0.00602437,0.209915272,0.233530367,0.000277181,,,,,
0.222,0.221622901,0.00602437,0.209815354,0.233430449,0.000377099,,,,,
0.222,0.222232959,0.00602437,0.210425412,0.234040507,-0.000232959,,,,,
0.212,0.221592223,0.00602437,0.209784676,0.233399771,-0.009592223,,,,,
0.212,0.205432491,0.00602437,0.193624944,0.217240039,0.006567509,,,,,
0.212,0.209435713,0.00602437,0.197628166,0.221243261,0.002564287,,,,,
0.212,0.212935085,0.00602437,0.201127537,0.224742632,-0.000935085,,,,,
0.212,0.212444022,0.00602437,0.200636474,0.224251569,-0.000444022,,,,,
0.212,0.211647272,0.00602437,0.199839725,0.22345482,0.000352728,,,,,
0.212,0.211750703,0.00602437,0.199943156,0.22355825,0.000249297,,,,,
0.212,0.212011826,0.00602437,0.200204278,0.223819373,-0.000011826,,,,,
0.212,0.211841439,0.00602437,0.200033891,0.223648986,0.000158561,,,,,
0.212,0.211912706,0.00602437,0.200105159,0.223720254,8.72938E-05,,,,,
0.212,0.211854604,0.00602437,0.200047056,0.223662151,0.000145396,,,,,
0.212,0.211625208,0.00602437,0.199817661,0.223432756,0.000374792,,,,,
0.202,0.212038369,0.00602437,0.200230822,0.223845917,-0.010038369,,,,,
0.202,0.195237099,0.00602437,0.183429552,0.207044647,0.006762901,,,,,
0.202,0.200124937,0.00602437,0.18831739,0.211932485,0.001875063,,,,,
0.202,0.202493807,0.00602437,0.19068626,0.214301355,-0.000493807,,,,,
0.202,0.202076673,0.00602437,0.190269126,0.21388422,-0.000076673,,,,,
0.202,0.201748091,0.00602437,0.189940544,0.213555639,0.000251909,,,,,
0.202,0.201918909,0.00602437,0.190111362,0.213726457,8.10909E-05,,,,,
0.192,0.202080991,0.00602437,0.190273443,0.213888538,-0.010080991,,,,,
0.192,0.184986201,0.00602437,0.173178653,0.196793748,0.007013799,,,,,
0.192,0.189781409,0.00602437,0.177973861,0.201588956,0.002218591,,,,,
0.192,0.192595132,0.00602437,0.180787585,0.20440268,-0.000595132,,,,,
0.192,0.192068482,0.00602437,0.180260934,0.203876029,-0.000068482,,,,,
0.192,0.19192254,0.00602437,0.180114992,0.203730087,7.74604E-05,,,,,
0.192,0.191920826,0.00602437,0.180113279,0.203728374,7.91737E-05,,,,,
0.192,0.192291886,0.00602437,0.180484338,0.204099433,-0.000291886,,,,,
0.182,0.191554607,0.00602437,0.179747059,0.203362154,-0.009554606,,,,,
0.182,0.174696065,0.00602437,0.162888518,0.186503613,0.007303935,,,,,
0.182,0.179585261,0.00602437,0.167777713,0.191392808,0.002414739,,,,,
0.182,0.182438545,0.00602437,0.170630998,0.194246093,-0.000438545,,,,,
0.182,0.182666112,0.00602437,0.170858565,0.19447366,-0.000666112,,,,,
0.172,0.182089731,0.00602437,0.170282184,0.193897279,-0.010089731,,,,,
0.172,0.165405698,0.00602437,0.15359815,0.177213245,0.006594303,,,,,
0.182,0.169635255,0.00602437,0.157827707,0.181442802,0.012364745,,,,,
0.172,0.188958787,0.00602437,0.17715124,0.200766335,-0.016958787,,,,,
0.172,0.167460799,0.00602437,0.155653252,0.179268347,0.004539201,,,,,
0.172,0.168853604,0.00602437,0.157046057,0.180661151,0.003146396,,,,,
0.172,0.171921972,0.00602437,0.160114424,0.183729519,7.80282E-05,,,,,
0.172,0.172816508,0.00602437,0.16100896,0.184624055,-0.000816508,,,,,
0.172,0.172005436,0.00602437,0.160197888,0.183812983,-5.44E-06,,,,,
0.162,0.172088744,0.00602437,0.160281197,0.183896291,-0.010088744,,,,,
0.162,0.154944779,0.00602437,0.143137231,0.166752326,0.007055221,,,,,
0.162,0.15896689,0.00602437,0.147159343,0.170774438,0.00303311,,,,,
0.162,0.162707679,0.00602437,0.150900131,0.174515226,-0.000707679,,,,,
0.162,0.162854436,0.00602437,0.151046889,0.174661984,-0.000854436,,,,,
0.162,0.161904866,0.00602437,0.150097318,0.173712413,9.51343E-05,,,,,
0.162,0.161766139,0.00602437,0.149958591,0.173573686,0.000233861,,,,,
0.152,0.161497368,0.00602437,0.149689821,0.173304916,-0.009497368,,,,,
0.152,0.145319339,0.00602437,0.133511791,0.157126886,0.006680662,,,,,
0.152,0.149869039,0.00602437,0.138061491,0.161676586,0.002130961,,,,,
0.152,0.152417314,0.00602437,0.140609767,0.164224862,-0.000417314,,,,,
0.152,0.151992328,0.00602437,0.14018478,0.163799875,7.67E-06,,,,,
0.152,0.152023009,0.00602437,0.140215462,0.163830557,-0.000023009,,,,,
0.142,0.152067654,0.00602437,0.140260106,0.163875201,-0.010067654,,,,,
0.152,0.135497815,0.00602437,0.123690268,0.147305363,0.016502185,,,,,
0.142,0.156235368,0.00602437,0.14442782,0.168042915,-0.014235368,,,,,
0.142,0.13751285,0.00602437,0.125705303,0.149320398,0.00448715,,,,,
0.142,0.139290486,0.00602437,0.127482938,0.151098033,0.002709514,,,,,
0.142,0.141921248,0.00602437,0.130113701,0.153728795,0.000078752,,,,,
0.142,0.142691629,0.00602437,0.130884081,0.154499176,-0.000691629,,,,,
0.142,0.142218991,0.00602437,0.130411443,0.154026538,-0.000218991,,,,,
0.132,0.142004657,0.00602437,0.130197109,0.153812204,-0.010004657,,,,,
0.132,0.125048147,0.00602437,0.1132406,0.136855695,0.006951853,,,,,
0.132,0.129208272,0.00602437,0.117400725,0.14101582,0.002791728,,,,,
0.132,0.132251517,0.00602437,0.12044397,0.144059065,-0.000251517,,,,,
0.132,0.132776494,0.00602437,0.120968946,0.144584041,-0.000776493,,,,,
0.132,0.131668865,0.00602437,0.119861318,0.143476413,0.000331135,,,,,
0.132,0.132317219,0.00602437,0.120509672,0.144124767,-0.000317219,,,,,
0.132,0.131679149,0.00602437,0.119871602,0.143486697,0.000320851,,,,,
0.132,0.13196395,0.00602437,0.120156403,0.143771498,3.60496E-05,,,,,
0.122,0.131826182,0.00602437,0.120018634,0.143633729,-0.009826182,,,,,
0.132,0.11475762,0.00602437,0.102950073,0.126565168,0.01724238,,,,,
0.122,0.136243584,0.00602437,0.124436037,0.148051132,-0.014243584,,,,,
0.122,0.118211118,0.00602437,0.106403571,0.130018666,0.003788882,,,,,
0.122,0.119827534,0.00602437,0.108019986,0.131635081,0.002172466,,,,,
0.122,0.122561801,0.00602437,0.110754253,0.134369348,-0.000561801,,,,,
0.122,0.122231419,0.00602437,0.110423872,0.134038966,-0.000231419,,,,,
0.122,0.1215942,0.00602437,0.109786652,0.133401747,0.000405801,,,,,
0.122,0.1214442,0.00602437,0.109636652,0.133251747,0.0005558,,,,,
0.122,0.122159538,0.00602437,0.11035199,0.133967085,-0.000159538,,,,,
0.122,0.121852658,0.00602437,0.110045111,0.133660206,0.000147342,,,,,
0.112,0.121803462,0.00602437,0.109995914,0.133611009,-0.009803462,,,,,
0.112,0.105532873,0.00602437,0.093725326,0.117340421,0.006467127,,,,,
0.112,0.109534954,0.00602437,0.097727406,0.121342501,0.002465046,,,,,
0.112,0.112996028,0.00602437,0.101188481,0.124803575,-0.000996028,,,,,
0.112,0.111948654,0.00602437,0.100141106,0.123756201,5.13463E-05,,,,,
0.112,0.111983456,0.00602437,0.100175909,0.123791004,0.000016544,,,,,
0.112,0.111871835,0.00602437,0.100064288,0.123679383,0.000128165,,,,,
0.112,0.11185941,0.00602437,0.100051863,0.123666957,0.00014059,,,,,
0.112,0.111743525,0.00602437,0.099935978,0.123551073,0.000256475,,,,,
0.112,0.111923374,0.00602437,0.100115827,0.123730922,7.66258E-05,,,,,
0.102,0.111897958,0.00602437,0.100090411,0.123705506,-0.009897958,,,,,
0.102,0.094810794,0.00602437,0.083003247,0.106618341,0.007189206,,,,,
0.102,0.099969444,0.00602437,0.088161897,0.111776992,0.002030556,,,,,
0.102,0.102864791,0.00602437,0.091057243,0.114672338,-0.000864791,,,,,
0.102,0.102749996,0.00602437,0.090942448,0.114557543,-0.000749996,,,,,
0.102,0.101650493,0.00602437,0.089842945,0.11345804,0.000349507,,,,,
0.102,0.101479108,0.00602437,0.08967156,0.113286655,0.000520892,,,,,
0.102,0.101859252,0.00602437,0.090051705,0.1136668,0.000140748,,,,,
0.102,0.101812818,0.00602437,0.090005271,0.113620366,0.000187182,,,,,
0.092,0.101995694,0.00602437,0.090188147,0.113803242,-0.009995694,,,,,
0.092,0.085109531,0.00602437,0.073301983,0.096917078,0.006890469,,,,,
0.092,0.08957886,0.00602437,0.077771313,0.101386408,0.00242114,,,,,
0.092,0.092863253,0.00602437,0.081055706,0.104670801,-0.000863253,,,,,
0.092,0.092542739,0.00602437,0.080735191,0.104350286,-0.000542739,,,,,
0.092,0.092140148,0.00602437,0.080332601,0.103947695,-0.000140148,,,,,
0.092,0.091579241,0.00602437,0.079771693,0.103386788,0.00042076,,,,,
0.092,0.091622116,0.00602437,0.079814568,0.103429663,0.000377884,,,,,
0.092,0.09167426,0.00602437,0.079866712,0.103481807,0.00032574,,,,,
0.092,0.091981109,0.00602437,0.080173562,0.103788657,1.88906E-05,,,,,
0.092,0.091974145,0.00602437,0.080166597,0.103781692,2.58554E-05,,,,,
0.092,0.091726924,0.00602437,0.079919377,0.103534471,0.000273076,,,,,
0.092,0.092150078,0.00602437,0.080342531,0.103957626,-0.000150078,,,,,
0.092,0.0921212,0.00602437,0.080313653,0.103928748,-0.0001212,,,,,
0.082,0.092280922,0.00602437,0.080473375,0.10408847,-0.010280922,,,,,
0.082,0.074873647,0.00602437,0.0630661,0.086681195,0.007126353,,,,,
0.082,0.079438875,0.00602437,0.067631328,0.091246423,0.002561125,,,,,
0.082,0.082609771,0.00602437,0.070802224,0.094417319,-0.000609771,,,,,
0.082,0.082538783,0.00602437,0.070731235,0.09434633,-0.000538783,,,,,
0.082,0.082011033,0.00602437,0.070203486,0.093818581,-0.000011033,,,,,
0.082,0.081947498,0.00602437,0.070139951,0.093755045,5.25021E-05,,,,,
0.082,0.082021536,0.00602437,0.070213989,0.093829084,-0.000021536,,,,,
0.082,0.081751687,0.00602437,0.069944139,0.093559234,0.000248313,,,,,
0.082,0.081839232,0.00602437,0.070031684,0.093646779,0.000160768,,,,,
0.082,0.081807596,0.00602437,0.070000049,0.093615144,0.000192404,,,,,
0.082,0.0816071,0.00602437,0.069799553,0.093414648,0.0003929,,,,,
0.082,0.082101357,0.00602437,0.07029381,0.093908905,-0.000101357,,,,,
0.082,0.082135079,0.00602437,0.070327531,0.093942626,-0.000135079,,,,,
0.072,0.082326491,0.00602437,0.070518944,0.094134039,-0.010326491,,,,,
0.072,0.064896691,0.00602437,0.053089143,0.076704238,0.007103309,,,,,
0.072,0.069445383,0.00602437,0.057637835,0.08125293,0.002554617,,,,,
0.072,0.072589271,0.00602437,0.060781723,0.084396818,-0.000589271,,,,,
0.072,0.072519058,0.00602437,0.060711511,0.084326606,-0.000519058,,,,,
0.072,0.072003903,0.00602437,0.060196355,0.08381145,-3.90E-06,,,,,
0.072,0.071968733,0.00602437,0.060161186,0.08377628,3.12671E-05,,,,,
0.072,0.072051252,0.00602437,0.060243705,0.0838588,-0.000051252,,,,,
0.072,0.071759379,0.00602437,0.059951831,0.083566926,0.000240621,,,,,
0.072,0.071821512,0.00602437,0.060013965,0.08362906,0.000178488,,,,,
0.072,0.071783084,0.00602437,0.059975537,0.083590632,0.000216916,,,,,
0.072,0.071593828,0.00602437,0.05978628,0.083401375,0.000406172,,,,,
0.072,0.07210627,0.00602437,0.060298722,0.083913817,-0.00010627,,,,,
0.072,0.072153746,0.00602437,0.060346199,0.083961294,-0.000153746,,,,,
0.072,0.072348994,0.00602437,0.060541447,0.084156541,-0.000348994,,,,,
0.062,0.071757782,0.00602437,0.059950235,0.08356533,-0.009757782,,,,,
0.072,0.054743977,0.00602437,0.04293643,0.066551525,0.017256023,,,,,
0.062,0.076541173,0.00602437,0.064733625,0.08834872,-0.014541173,,,,,
0.072,0.05808798,0.00602437,0.046280433,0.069895528,0.01391202,,,,,
0.062,0.076536774,0.00602437,0.064729227,0.088344322,-0.014536774,,,,,
0.062,0.05755565,0.00602437,0.045748103,0.069363198,0.00444435,,,,,
0.062,0.059619453,0.00602437,0.047811906,0.071427001,0.002380547,,,,,
0.062,0.062279533,0.00602437,0.050471986,0.074087081,-0.000279533,,,,,
0.062,0.062159275,0.00602437,0.050351727,0.073966822,-0.000159275,,,,,
0.062,0.062040425,0.00602437,0.050232877,0.073847972,-0.000040425,,,,,
0.062,0.061543824,0.00602437,0.049736277,0.073351372,0.000456176,,,,,
0.062,0.061902167,0.00602437,0.05009462,0.073709715,9.78327E-05,,,,,
0.062,0.062226148,0.00602437,0.050418601,0.074033696,-0.000226148,,,,,
0.062,0.06172947,0.00602437,0.049921923,0.073537018,0.00027053,,,,,
0.062,0.062494513,0.00602437,0.050686965,0.07430206,-0.000494512,,,,,
0.062,0.061075994,0.00602437,0.049268446,0.072883541,0.000924006,,,,,
0.062,0.062131082,0.00602437,0.050323535,0.07393863,-0.000131082,,,,,
0.062,0.061796129,0.00602437,0.049988582,0.073603677,0.000203871,,,,,
0.062,0.062368312,0.00602437,0.050560764,0.074175859,-0.000368312,,,,,
0.062,0.062064358,0.00602437,0.050256811,0.073871906,-0.000064358,,,,,
0.062,0.061794382,0.00602437,0.049986835,0.07360193,0.000205618,,,,,
0.062,0.061877856,0.00602437,0.050070309,0.073685404,0.000122144,,,,,
0.052,0.061958561,0.00602437,0.050151013,0.073766108,-0.009958561,,,,,
0.0595,0.045160874,0.00602437,0.033353327,0.056968422,0.014339126,,,,,
0.057,0.062494902,0.00602437,0.050687355,0.07430245,-0.005494902,,,,,
0.057,0.057642206,0.00602437,0.045834658,0.069449753,-0.000642206,,,,,
0.052,0.056402013,0.00602437,0.044594466,0.068209561,-0.004402013,,,,,
0.052,0.048281573,0.00602437,0.036474026,0.060089121,0.003718427,,,,,
0.052,0.050989517,0.00602437,0.039181969,0.062797064,0.001010484,,,,,
0.052,0.052361425,0.00602437,0.040553878,0.064168973,-0.000361425,,,,,
0.052,0.051922534,0.00602437,0.040114987,0.063730082,7.74658E-05,,,,,
0.052,0.051976722,0.00602437,0.040169175,0.063784269,2.32781E-05,,,,,
0.052,0.051832339,0.00602437,0.040024791,0.063639886,0.000167661,,,,,
0.052,0.051742861,0.00602437,0.039935314,0.063550409,0.000257139,,,,,
0.052,0.052199387,0.00602437,0.04039184,0.064006935,-0.000199387,,,,,
0.052,0.051867611,0.00602437,0.040060064,0.063675159,0.000132389,,,,,
0.052,0.052157661,0.00602437,0.040350113,0.063965208,-0.000157661,,,,,
0.052,0.051374753,0.00602437,0.039567206,0.063182301,0.000625247,,,,,
0.052,0.051933611,0.00602437,0.040126063,0.063741158,6.63891E-05,,,,,
0.052,0.052146778,0.00602437,0.040339231,0.063954326,-0.000146778,,,,,
0.052,0.052219096,0.00602437,0.040411549,0.064026644,-0.000219096,,,,,
0.052,0.051913313,0.00602437,0.040105766,0.063720861,8.66868E-05,,,,,
0.052,0.051827269,0.00602437,0.040019722,0.063634817,0.000172731,,,,,
0.052,0.051939503,0.00602437,0.040131955,0.06374705,6.04975E-05,,,,,
0.0495,0.051997967,0.00602437,0.04019042,0.063805515,-0.002497967,,,,,
0.052,0.047804278,0.00602437,0.035996731,0.059611826,0.004195722,,,,,
0.042,0.053192115,0.00602437,0.041384568,0.064999663,-0.011192115,,,,,
0.0495,0.035873966,0.00602437,0.024066419,0.047681514,0.013626034,,,,,
0.0445,0.052435022,0.00602437,0.040627474,0.064242569,-0.007935022,,,,,
0.042,0.043264452,0.00602437,0.031456905,0.055072,-0.001264452,,,,,
0.042,0.039081548,0.00602437,0.027274,0.050889095,0.002918452,,,,,
0.042,0.041338624,0.00602437,0.029531076,0.053146171,0.000661376,,,,,
0.042,0.042283612,0.00602437,0.030476064,0.054091159,-0.000283612,,,,,
0.042,0.042177444,0.00602437,0.030369896,0.053984991,-0.000177444,,,,,
0.042,0.041682237,0.00602437,0.02987469,0.053489785,0.000317763,,,,,
0.042,0.041967016,0.00602437,0.030159468,0.053774563,3.29841E-05,,,,,
0.042,0.041918021,0.00602437,0.030110474,0.053725569,8.19786E-05,,,,,
0.042,0.041629805,0.00602437,0.029822257,0.053437352,0.000370195,,,,,
0.042,0.042298703,0.00602437,0.030491156,0.054106251,-0.000298703,,,,,
0.042,0.041683871,0.00602437,0.029876323,0.053491418,0.000316129,,,,,
0.042,0.042156247,0.00602437,0.0303487,0.053963795,-0.000156247,,,,,
0.042,0.04167555,0.00602437,0.029868003,0.053483098,0.00032445,,,,,
0.042,0.042039538,0.00602437,0.03023199,0.053847085,-0.000039538,,,,,
0.042,0.042119868,0.00602437,0.030312321,0.053927416,-0.000119868,,,,,
0.042,0.041900216,0.00602437,0.030092668,0.053707763,9.97841E-05,,,,,
0.042,0.041895249,0.00602437,0.030087701,0.053702796,0.000104752,,,,,
0.042,0.041985019,0.00602437,0.030177471,0.053792566,1.49812E-05,,,,,
0.042,0.042046933,0.00602437,0.030239385,0.05385448,-0.000046933,,,,,
0.042,0.042027635,0.00602437,0.030220088,0.053835183,-0.000027635,,,,,
0.037,0.042001554,0.00602437,0.030194007,0.053809102,-0.005001554,,,,,
0.0395,0.033571986,0.00602437,0.021764439,0.045379533,0.005928014,,,,,
0.0395,0.040102534,0.00602437,0.028294987,0.051910082,-0.000602534,,,,,
0.032,0.040392913,0.00602437,0.028585365,0.05220046,-0.008392912,,,,,
0.0345,0.026877353,0.00602437,0.015069806,0.038684901,0.007622647,,,,,
0.032,0.034404398,0.00602437,0.022596851,0.046211946,-0.002404398,,,,,
0.032,0.03132299,0.00602437,0.019515443,0.043130537,0.00067701,,,,,
0.032,0.031643157,0.00602437,0.019835609,0.043450704,0.000356843,,,,,
0.032,0.031862644,0.00602437,0.020055097,0.043670192,0.000137356,,,,,
0.032,0.032032838,0.00602437,0.020225291,0.043840386,-0.000032838,,,,,
0.032,0.031936953,0.00602437,0.020129406,0.043744501,0.000063047,,,,,
0.032,0.031644914,0.00602437,0.019837366,0.043452461,0.000355086,,,,,
0.032,0.032101272,0.00602437,0.020293725,0.04390882,-0.000101272,,,,,
0.032,0.031890811,0.00602437,0.020083263,0.043698358,0.000109189,,,,,
0.032,0.031872113,0.00602437,0.020064566,0.04367966,0.000127887,,,,,
0.032,0.031931595,0.00602437,0.020124048,0.043739143,6.84046E-05,,,,,
0.032,0.031845998,0.00602437,0.02003845,0.043653545,0.000154002,,,,,
0.032,0.032258943,0.00602437,0.020451395,0.04406649,-0.000258943,,,,,
0.032,0.031836163,0.00602437,0.020028615,0.04364371,0.000163837,,,,,
0.032,0.031902227,0.00602437,0.02009468,0.043709775,9.77729E-05,,,,,
0.032,0.031957165,0.00602437,0.020149617,0.043764712,4.28352E-05,,,,,
0.032,0.031993031,0.00602437,0.020185484,0.043800579,6.97E-06,,,,,
0.0295,0.032025719,0.00602437,0.020218171,0.043833266,-0.002525719,,,,,
0.027,0.027819995,0.00602437,0.016012447,0.039627542,-0.000819995,,,,,
0.032,0.024780838,0.00602437,0.01297329,0.036588385,0.007219162,,,,,
0.022,0.035065413,0.00602437,0.023257866,0.046872961,-0.013065413,,,,,
0.027,0.016513107,0.00602437,0.004705559,0.028320654,0.010486893,,,,,
0.022,0.027972377,0.00602437,0.01616483,0.039779925,-0.005972377,,,,,
0.022,0.020064387,0.00602437,0.008256839,0.031871934,0.001935613,,,,,
0.022,0.021025247,0.00602437,0.009217699,0.032832794,0.000974754,,,,,
0.022,0.022016945,0.00602437,0.010209398,0.033824493,-0.000016945,,,,,
0.022,0.022080782,0.00602437,0.010273234,0.033888329,-0.000080782,,,,,
0.022,0.022046501,0.00602437,0.010238954,0.033854049,-0.000046501,,,,,
0.022,0.021630623,0.00602437,0.009823075,0.03343817,0.000369377,,,,,
0.022,0.021999043,0.00602437,0.010191495,0.03380659,9.57E-07,,,,,
0.022,0.022020437,0.00602437,0.01021289,0.033827985,-0.000020437,,,,,
0.022,0.021723117,0.00602437,0.009915569,0.033530664,0.000276883,,,,,
0.022,0.022169681,0.00602437,0.010362134,0.033977229,-0.000169681,,,,,
0.022,0.021586726,0.00602437,0.009779178,0.033394273,0.000413274,,,,,
0.022,0.022302326,0.00602437,0.010494778,0.034109873,-0.000302326,,,,,
0.022,0.021834879,0.00602437,0.010027331,0.033642426,0.000165121,,,,,
0.022,0.022011791,0.00602437,0.010204244,0.033819339,-0.000011791,,,,,
0.022,0.021961175,0.00602437,0.010153628,0.033768723,3.88246E-05,,,,,
0.022,0.021922987,0.00602437,0.01011544,0.033730535,7.70126E-05,,,,,
0.022,0.021993119,0.00602437,0.010185571,0.033800666,6.88E-06,,,,,
0.022,0.02203023,0.00602437,0.010222682,0.033837777,-0.00003023,,,,,
0.022,0.022044674,0.00602437,0.010237126,0.033852221,-0.000044674,,,,,
0.0195,0.022011556,0.00602437,0.010204009,0.033819104,-0.002511556,,,,,
0.022,0.017781682,0.00602437,0.005974135,0.02958923,0.004218318,,,,,
0.0195,0.023170282,0.00602437,0.011362734,0.034977829,-0.003670282,,,,,
0.022,0.01847211,0.00602437,0.006664563,0.030279657,0.00352789,,,,,
0.0145,0.023085211,0.00602437,0.011277664,0.034892758,-0.008585211,,,,,
0.0145,0.009912141,0.00602437,-0.001895407,0.021719688,0.00458786,,,,,
0.017,0.012814586,0.00602437,0.001007038,0.024622133,0.004185414,,,,,
0.0145,0.019150583,0.00602437,0.007343035,0.03095813,-0.004650582,,,,,
0.012,0.013601229,0.00602437,0.001793682,0.025408776,-0.001601229,,,,,
0.012,0.009522312,0.00602437,-0.002285236,0.021329859,0.002477688,,,,,
0.012,0.011356248,0.00602437,-0.000451299,0.023163796,0.000643752,,,,,
0.0145,0.012294255,0.00602437,0.000486707,0.024101802,0.002205745,,,,,
