Date,Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,Actual Height,Forecasted Height
1/8/2016,0.662,0.66208912,0.006024364,0.650281585,0.673896656,-0.00008912,,,,
1/8/2016,0.662,0.662033467,0.006024364,0.650225931,0.673841002,-0.000033467,,,,
1/8/2016,0.662,0.662138432,0.006024364,0.650330897,0.673945968,-0.000138432,,,,
1/8/2016,0.652,0.662008472,0.006024364,0.650200937,0.673816008,-0.010008472,,,,
1/8/2016,0.652,0.644899237,0.006024364,0.633091702,0.656706773,0.007100763,,,,
1/8/2016,0.652,0.65001525,0.006024364,0.638207714,0.661822785,0.00198475,,,,
1/8/2016,0.652,0.65293585,0.006024364,0.641128315,0.664743386,-0.00093585,,,,
1/8/2016,0.652,0.652871107,0.006024364,0.641063572,0.664678643,-0.000871107,,,,
1/8/2016,0.652,0.651735635,0.006024364,0.639928099,0.66354317,0.000264365,,,,
1/8/2016,0.652,0.651593807,0.006024364,0.639786272,0.663401343,0.000406193,,,,
1/8/2016,0.652,0.651959009,0.006024364,0.640151473,0.663766544,4.09913E-05,,,,
1/8/2016,0.652,0.6519255,0.006024364,0.640117965,0.663733036,7.44999E-05,,,,
1/8/2016,0.652,0.652078005,0.006024364,0.64027047,0.663885541,-0.000078005,,,,
1/8/2016,0.652,0.652019145,0.006024364,0.64021161,0.66382668,-0.000019145,,,,
1/8/2016,0.652,0.651799929,0.006024364,0.639992393,0.663607464,0.000200071,,,,
1/8/2016,0.652,0.652211374,0.006024364,0.640403838,0.664018909,-0.000211374,,,,
1/9/2016,0.652,0.652174997,0.006024364,0.640367462,0.663982533,-0.000174997,,,,
1/9/2016,0.652,0.65234274,0.006024364,0.640535204,0.664150275,-0.00034274,,,,
1/9/2016,0.652,0.651782054,0.006024364,0.639974519,0.663589589,0.000217946,,,,
1/9/2016,0.652,0.651692589,0.006024364,0.639885054,0.663500124,0.000307411,,,,
1/9/2016,0.652,0.651969774,0.006024364,0.640162239,0.663777309,0.000030226,,,,
1/9/2016,0.652,0.652166449,0.006024364,0.640358913,0.663973984,-0.000166449,,,,
1/9/2016,0.652,0.652186736,0.006024364,0.6403792,0.663994271,-0.000186736,,,,
1/9/2016,0.652,0.652136683,0.006024364,0.640329147,0.663944218,-0.000136683,,,,
